code,description,nco_2004_code
8160.7700,Syrup Maker,8278.40
8160.7800,Syrup Mixing Plant Operator,8278.45
8160.7900,Syruper,8278.47
8160.8000,Bottling Plant In-Charge,8278.50
8160.8100,"Bottle Washer, Machine",8278.55
8160.8200,Carbonator Machine Attendant,8278.60
8160.8300,"Filler, Aerated Water",8278.65
8160.8400,"Filler, Aerated Water, Hand Machine",8278.70
8160.8600,"Drier and Cooler Operator, Tobacco",8279.30
8160.8700,"Cutting Machine Operator, Tobacco",8279.40
8160.8800,Cigarette Making Machine Operator,8279.50
8160.8900,Stingy Cigarette Slitting Machine Operator,8279.60
8171.0100,"Chipperman, Paper Pulp",8142.10
8171.0200,"Grinder, Paper Pulp",8142.15
8171.0400,"Sorter, Paper Pulp",8142.25
8171.0500,"Cutter, Paper Pulp",8142.30
8171.0600,"Liquor Maker, Paper Pulp",8142.35
8171.0800,"Causticman, Paper Pulp/Causticizing",8142.45
8171.0900,"Bleacher, Paper Pulp",8142.50
8171.1100,"Agitator, Paper Pulp",8142.60
8171.1200,"Machine Operator, Paper",8143.10
8171.1400,"Wire Boy, Paper",8143.20
8171.1600,"Cutter, Paper",8143.30
8171.1700,"Finisher, Paper",8143.35
8171.1800,"Vat Man, Handmade Paper",8143.40
8171.1900,"Transferor, Handmade Paper",8143.45
8171.2000,"Tub-Sizer, Handmade Paper",8143.50
8171.2100,"Drier, Handmade Paper",8143.55
8171.2200,"Presser, Handmade Paper",8143.60
8171.2400,"Calenderman, Handmade Paper",8143.70
8171.2500,"Coating Machine Operator, Hardboard",8143.80
8171.9900,"Pulp and Papermaking Plant Operators,",8143.90
8172.0100,"Wood Sawyer, Machine, General",8141.10
8172.0200,"Wood Sawyer, Edger",8141.20
8172.0300,Band Saw Operator,8141.25
8172.0400,Circular Saw Operator,8141.30
8172.0700,Veneer Cutter,8141.55
8172.0800,Peeling Machine Operator,8141.60
8172.0900,"Barrel-Lathe Operator, Outside (Wood",8141.62
8172.1000,Wood Chopping Machine Operator,8141.65
8172.1100,Core Laying Machine Operator,8141.70
8172.1200,"Core Layer, Plywood",8141.75
8172.9900,Wood Processing Plant Operators and,8141.90
8181.0100,Blowing Machine Operator (Glass),8131.10
8181.0200,"Machineman, Sheet Glass",8131.15
8181.0300,Pressman (Glass),8131.20
8181.0400,Pressman (Ceramics),8131.22
8181.0500,"Extruding Press Operator, Clay",8131.23
8181.0600,Rollerman (Glass),8131.25
8181.0700,Pressman (Abrasive),8131.28
8181.0800,Tube and Rod Drawer (Glass),8131.30
8181.1000,Polisher (Glass Manufacturing),8131.37
8181.1100,"Modeller, Pottery and Porcelain",8131.40
8181.1200,"Furnace Man, Glass/Furnace Operator",8131.50
8181.1400,Annealer (Glass Product),8131.65
8181.1500,"Kiln Man, Pottery and Porcelain",8131.70
8181.1600,"Kiln Loader, Pottery and Porcelain",8131.72
8181.1700,"Kiln Man, Brick and Tile",8131.75
8181.1800,"Kiln Loader, Brick and Tile",8131.77
8181.1900,Bricklayer (Brick & Tile),8131.79
8181.2000,Graduating Machine Operator (Glass),8131.80
8181.2100,Batch Mixer (Glass),8139.10
8181.2200,Abrasive Mixer,8139.15
8181.2300,Mixing Machine Operator (Abrasive),8139.20
8181.2400,Ball Mill Operator (Cement & Ceramics),8139.30
8181.2500,Pug Mill Operator (Ceramics),8139.40
8181.2600,Shaving Machine Operator (Abrasive),8139.50
8181.2700,Slip Maker (Ceramics),8139.60
8181.2800,Glaze Maker,8139.65
8181.2900,Edge Operator (Abrasive),8139.70
8181.3000,Wet Disk Operator (Abrasive),8139.75
8181.3100,Burner Cement,8139.80
8181.3200,Clay Modeller,8139.82
8181.3300,Fiberglass – Machine Operator,8139.85
8181.9900,"Glass and Ceramics Plant Operators, Other",8139.90
8182.0100,"Boiler, Tindal",8162.10
8182.0200,"Boiler, Attendant",8162.20
8182.0300,"Boiler, Fireman",8162.30
8182.0400,Boiler House Operatives,8162.40
8182.0500,"Serang, Engine Room/Engine Bosun",8162.50
8182.0600,"Tindal, Engine Room",8162.60
8182.0800,"Fireman, Locomotive",8162.75
8182.9900,"Ships’ Engine Room Ratings, Other",8162.90
8183.0100,"Building Insulator, Machine",8290.30
8189.0100,"Gem Grinder, Machine",8290.50
8189.0200,"Gem Polisher, Machine",8290.60
8189.0701,Pantograph Machine Operator,7313.72
8190.0100,"Saw Grinder, Machine",8290.40
8211.0100,"Assembler, Workshop Machine and",8281.10
8211.0200,Assembler Printing Machinery,8281.15
8211.0300,"Assembler, Textile Machinery",8281.20
8211.0400,"Assembler, Refrigerator and Air-",8281.25
8211.0500,"Assembler, Stationary Petrol Engine",8281.30
8211.0600,"Assembler, Stationary Diesel Engine",8281.35
8211.0700,"Assembler, Tractor",8281.40
8211.0800,"Assembler, Turbine and Steam Engine",8281.45
8211.0900,Assembler Loco Engines,8281.50
8211.1000,"Erector, Machine and Equipment",8281.55
8211.1100,"Assembler, Continuity",8281.60
8211.1200,"Assembler, Automobile",8281.65
8211.1300,"Assembler, Motor Cycle",8281.70
8211.1400,"Assembler, Frame, Aircraft",8281.75
8212.0100,Battery Assembler,8282.10
8212.0200,Assembler Dry Cell (Battery Manufacturing),8282.20
8212.0300,Battery Repairer,8282.30
8212.0400,"Assembler, Electrical Accessories",8282.40
8212.0500,Electric Motor Winder,8282.50
8212.0600,"Calibrator, Electrical",8282.60
8212.0700,Assembler Precision Instrument,8283.10
8212.0800,Assembly Operator (Telephone Equipment,8283.20
8212.0900,Assembly Operator (Radio Manufacturing),8283.30
8212.1000,"Form Layer, Cable (Telephone Equipment",8283.40
8212.1100,"Cable Maker, Rack Wiring (Telephone &",8283.50
8212.1200,"Operator, Rack Wiring (Telephone &",8283.60
8212.9900,Electrical and Electronic Equipment,8283.90
8219.0100,"Assembler, Bicycle",8284.10
8219.0200,"Assembler, Sewing Machine",8284.20
8219.0300,Assembler (Plastic Product),8284.30
8219.0400,"Assembler, Metal Furniture",8284.40
8219.9900,"Paper Board, Textile and Related Products",8286.90
8311.0100,"Loco Driver, Mines",8311.10
8311.0200,"Driver, Railway Engine (Steam)",8311.20
8311.0300,"Driver, Railway Engine (Diesel)",8311.30
8311.0400,"Driver, Railway Engine (Electrical)",8311.40
8311.0500,"Driver, Shunting (Loco)",8311.50
8312.0100,"Signalman, Railway",8312.10
8312.0200,Shunting Worker,8312.20
8312.0300,"Points Man, Railway",8312.30
8312.0400,"Traffic Shunter, Railway",8312.40
8312.0500,"Braker, Passenger Train",8312.50
8312.9900,"Pointsmen, Signalmen and Shunters,",8312.90
8321.0101,Driver Auto Rickshaw,8321.10
8321.0200,Despatch Rider,8321.20
8321.9900,"Motorcycle Drivers, Other",8321.90
8322.0100,"Driver, Car",8322.10
8322.0201,"Driver, Taxi",8322.20
8322.0301,"Driver, Ambulance",8322.30
8322.9900,"Car, Taxi and Van Drivers, Other",8322.90
8331.0100,Tram Car Driver,8323.10
8331.0200,Trolley Driver,8323.20
8331.0300,"Driver, Bus",8323.30
8331.0400,"Driver, Fire Brigade Vehicles",8323.40
8331.0500,Driver Road Test,8323.50
8331.0600,"Signalman, Tram",8323.60
8331.9900,"Bus and Tram Drivers, Other",8323.90
8332.0100,Driver Truck,8324.10
8332.0200,Tram Car Driver (Mines),8324.20
8332.9900,"Heavy Truck and Lorry Drivers, Other",8324.90
8341.0101,"Tractor Operator, Farm",8331.10
8341.0200,"Operator, Farm Machines",8331.20
8341.0300,"Tractor Driver, Construction",8331.30
8341.9900,"Farm Machinery Operators, Other",8331.90
8342.0101,Bulldozer Operator,8332.10
8342.0200,Scrapper Operator,8332.12
8342.0301,Scrapper Loader Operator/Loader Operator,8332.14
8342.0400,Grader Operator,8332.16
8342.0501,Power Shovel Operator/Excavator Operator,8332.18
8342.0600,Bucket Wheel Excavator Operator,8332.20
8342.0700,Trench Digging Machine Operator,8332.22
8342.0800,Dragline Operator,8332.24
8342.0900,Dredger Operator,8332.26
8342.1000,Boom Driver,8332.28
8342.1100,Pile Driver,8332.30
8342.1201,Dumper Operator/Dumper/Tipper Operator,8332.32
8342.1300,Scoop Truck Operator,8332.34
8342.1400,Tripler Machine Operator,8332.36
8342.1500,Conveyor Operator,8332.45
8342.1600,Spreader Operator,8332.50
8342.1700,Road Roller Driver,8332.55
8342.1800,Bitumen Mixing Machine Operator,8332.60
8342.1900,"Sand Blast Operator, Construction",8332.65
8342.9900,"Earth Moving and Related Plant Operators,",8332.90
8343.0100,"Driver, Steam Crane",8333.10
8343.0200,"Crane Operator, Diesel Electric",8333.12
8343.0300,"Crane Operator, Pneumatic",8333.14
8343.0400,"Crane Operator, Hydraulic",8333.16
8343.0500,Mobile Crane Operator,8333.18
8343.0600,"Crane Operator, Gantry",8333.20
8343.0700,Overhead Crane Operator,8333.22
8343.0800,Derrick Crane Operator,8333.24
8343.0900,"Derrick Crane Operator, Magnetic",8333.28
8343.1000,"Crane Driver, Hammer Head",8333.30
8343.1100,Winchman,8333.32
8343.1200,Hoist Operator,8333.35
8343.1300,Bridge Opening Operator,8333.38
8343.1400,Winding Engineman,8333.40
8343.1500,Haulage Engine Driver,8333.50
8343.1600,"Crane and Hoist Operators, Other",8333.60
8343.1700,Aerial Ropeway Operator,8333.65
8343.1800,Liftman,8333.70
8343.9900,"Crane, Hoist and Related Plant Operators,",8333.90
8344.0100,Lift Truck Operator,8334.10
8344.0201,Fork Lift Truck Operator/Fork Lift,8334.20
8344.9900,"Lift Truck Operator, Other",8334.90
8350.0100,"Serang, Deck/Bosun",8340.10
8350.0300,Seaconny/OS (Ordinary Seaman),8340.20
8350.0400,Lascar/OS (Ordinary Seaman),8340.25
8350.0500,"Driver, Launch/Tug Master",8340.30
8350.0600,Boatman,8340.40
8350.0700,Rudderman,8340.50
8350.0800,Oarsman,8340.60
8350.9900,"Ships’ Deck Ratings, Barge Crews and",8340.90
9111.0100,Domestic Servant,9131.10
9111.0200,Char Dust Cleaner and Salvager,9131.20
9111.0300,"Cleaner, Home Restoration Service",9131.30
9111.9900,"Domestic and Related Helpers, Cleaners and",9131.90
9112.0100,"Dusting Man, Office; Farash,",9132.10
9112.0200,Cleaner Hospital,9132.30
9112.9900,"Helpers and Cleaners in Offices, Hotels and",9132.90
9121.0100,Dhobi,9133.10
9121.0200,"Laundry Workers (Marker, Sorter)",9133.20
9121.0300,"Dry Cleaner, Hand",9133.30
9121.0400,Spot Remover,9133.40
9121.0500,Rug Cleaner,9133.50
9121.0600,"Presser, Hand",9133.60
9121.0700,"Dry Cleaner, Spot",9133.70
9121.9900,"Launderers, Dry Cleaners and Pressers,",9133.90
9122.0100,"Cleaner, Window",9142.10
9122.9900,"Vehicle, Window and Related Cleaners,",9142.90
9211.0100,Ploughman,9201.10
9211.0200,"Labourer, Agriculture",9201.20
9211.0300,Picker (Tobacco),9201.30
9211.9900,"Farm Hands and Labourers, Other",9201.90
9215.0100,"Labourer, Plantation",9202.10
9215.0200,Tappers,9203.90
9215.9900,"Forestry Labourers and Related Workers,",9202.90
9311.0100,"Mines, Quarrymen, Related Workers",9311.10
9311.0200,Digger (Mine & Quarry),9311.20
9311.9900,"Mining and Quarrying Labourers, Other",9311.90
9312.0100,"Labourer, Other",9312.10
9312.0200,Track Repairer (Rail Transport),9312.20
9312.9900,"Construction and Maintenance Labourers,",9312.90
9313.0100,Well Digger Helper,9313.10
9313.9900,"Building Construction Labourers, Other",9313.90
9321.0101,"Packer, Hand",9322.10
9321.0201,Labeller,9322.20
9321.0300,Stenciler,9322.30
9321.0400,"Stamper, Hand",9322.40
9321.1101,Weigher,9322.76
9321.1200,Counter,9322.80
9321.1300,"Container Washer, Machine",9322.85
9321.9900,"Hand Packers, Others",9322.90
9329.0100,"Khatedar, Salt Production",9322.50
9329.0200,"Mukadam, Salt Production",9322.55
9329.0300,Salt Reclamation Worker,9322.60
9329.0400,Checker,9322.70
9329.0500,Tester,9322.72
9329.0600,Sorter,9322.74
9331.0100,"Driver, Cycle Rickshaw",9331.10
9331.0300,Hand Cart Man,9331.30
9331.0400,"Traffic Hand, Gliding",9331.40
9331.0600,Transport Equipment Operators and,9331.60
9331.0700,Transport Service Operator,9331.70
9331.9900,"Hand Pedal Vehicle Drivers, Other",9331.90
9332.0100,Horse Carriage Driver,9332.10
9332.0200,Cart Driver,9332.20
9332.0300,Mahout,9332.30
9332.0400,Pack Animal Driver,9332.40
9332.0500,"Supervisor, Animal-Drawn and Manually",9332.50
9332.9900,"Animal and Animal Drawn Vehicle Drivers,",9332.90
9333.0100,Loader and Unloader,9333.10
9333.9900,"Freight Handlers, Other",9333.90
9412.0100,Kitchen Helper,9132.20
9510.0100,Boot Polisher,9120.10
9510.0200,Bill Poster,9120.20
9510.9900,Shoe Cleaning and Other Street Services,9120.90
9520.0100,Hawker,9112.10
9520.9900,"Street Vendors, Non-Food Products, Other",9112.90
9611.0100,Garbage Collector (Motor Transport),9161.10
9611.9900,"Garbage Collectors, Other",9161.90
9613.0300,"Sweeper, Dry",9162.10
9613.0400,"Sweeper, Wet",9162.20
9613.0500,"Sweeper, Sewer",9162.30
9613.9900,"Sweepers and Related Labourers, Other",9162.90
9621.0300,Caddie,9151.30
9621.0400,Bellhop (Hotel & Restaurant),9151.40
9621.0500,"Porter, Baggage (Hotel & Restaurant)",9151.50
9621.0600,(Letter Box Peon) Post Man,9151.60
9621.0700,Mail Carrier,9151.65
9621.0800,"Runner, Mail",9151.70
9621.0900,"Sorter, Mail",9151.75
9621.1200,Hotel Concierge,9152.10
9621.1300,Water Carrier,9162.40
9621.9900,"Messengers, Package Deliverers and",9151.90
9623.0100,Vending Machine Attendant,9153.10
9623.0200,Coin Collector,9153.15
9623.0300,Meter Reader,9153.20
9623.9900,"Vending Machine Money Collectors, Meter",9153.90
9629.0100,Usher,9152.40
9629.9900,"Doorkeepers, Watchpersons and Related",9152.90
